Country,Project,Expedition,Location,Date,KnollID,First Observer.x,Second Observer.x,meta_to_deployment_id,First Observer.y,Second Observer.y,Knoll,Time Start,Time End,Notes,Observer,Species,Amount,Length,Confidence
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,first,Pomacentrus sulfureus,2,8,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,first,Pomacentrus sulfureus,2,2,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,first,Pomacentrus sulfureus,1,3,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,first,Chromis dimidiata,2,6,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,first,Chromis dimidiata,1,7,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,first,Ecsenius frontalis,1,10,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,first,Ecsenius frontalis,1,9,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,first,Acanthurus nigrofuscus,1,12,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,first,Pomacentrus trilineatus,1,3,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,first,Ecsenius gravieri,1,8,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,first,Ecsenius gravieri,1,7,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,first,Archamia fucata,3,6,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,first,Apogon cyanosoma,3,5,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,first,Apogon cyanosoma,2,6,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,first,Apogon cyanosoma,4,5,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,first,Apogon cyanosoma,10,6,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,first,Apogon cyanosoma,1,6,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,first,Apogon cyanosoma,1,6,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,first,Apogon cyanosoma,4,5,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,first,Gnatholepis anjerensis,1,6,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,first,Gnatholepis anjerensis,2,4,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,first,Gnatholepis anjerensis,1,5,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,first,Gnatholepis anjerensis,1,6,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,first,Gnatholepis anjerensis,1,4,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,first,Gnatholepis anjerensis,1,6,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,first,Gnatholepis anjerensis,1,5,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,first,Gnatholepis anjerensis,2,5,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,first,Istigobius decoratus,2,5,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,first,Istigobius decoratus,1,6,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,first,Cheilodipterus novemstriatus,1,4,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,first,Cheilodipterus novemstriatus,1,5,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,first,Cheilodipterus novemstriatus,1,6,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,first,Cheilodipterus novemstriatus,2,4,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,first,Lotilia graciliosa,1,8,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,first,Pseudochromis fridmani,1,8,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,first,Pseudochromis fridmani,1,4,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,first,Pseudochromis fridmani,1,6,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,first,Pseudochromis fridmani,1,3,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,first,Scolopsis ghanam,1,6,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,first,Scolopsis ghanam,1,5,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,first,Cheilodipterus quinquelineatus,3,4,1
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,second,Pomacentrus trichrourus,5,6,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,second,Ecsenius gravieri,2,3,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,second,Acanthurus nigrofuscus,1,10,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,second,Heniochus intermedius,1,10,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,second,Thalassoma rueppellii,2,8,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,second,Thalassoma rueppellii,2,11,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,second,Zebrasoma xanthurum,1,17,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,second,Pomacentrus sulfureus,2,5,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,second,Pseudochromis fridmani,2,4,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,second,Pseudochromis fridmani,2,2,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,second,Cephalopholis miniata,1,20,1
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,second,Pomacentrus sulfureus,4,0.5,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,second,Pomacentrus trilineatus,1,0.5,1
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,second,Ctenochaetus striatus,3,10,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,second,Chromis dimidiata,3,4,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,second,Cheilinus lunulatus,1,20,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,1,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 1,Hezi Buba,Dana Kruger,1,9:12,9:35,,second,Cirripectes castaneus,4,4,1
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,18,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 18,Hezi Buba,Dana Kruger,18,9:54,10:12,,first,Parupeneus forsskali,1,20,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,18,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 18,Hezi Buba,Dana Kruger,18,9:54,10:12,,first,Thalassoma rueppellii,1,8,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,18,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 18,Hezi Buba,Dana Kruger,18,9:54,10:12,,first,Thalassoma rueppellii,1,12,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,18,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 18,Hezi Buba,Dana Kruger,18,9:54,10:12,,first,Thalassoma rueppellii,1,9,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,18,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 18,Hezi Buba,Dana Kruger,18,9:54,10:12,,first,Sufflamen albicaudatus,1,17,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,18,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 18,Hezi Buba,Dana Kruger,18,9:54,10:12,,first,Zebrasoma xanthurum,1,15,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,18,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 18,Hezi Buba,Dana Kruger,18,9:54,10:12,,first,Parupeneus rubescens,1,40,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,18,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 18,Hezi Buba,Dana Kruger,18,9:54,10:12,,first,Cephalopholis hemistiktos,1,14,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,18,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 18,Hezi Buba,Dana Kruger,18,9:54,10:12,,first,Pomacentrus trichrourus,1,4,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,18,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 18,Hezi Buba,Dana Kruger,18,9:54,10:12,,first,Pomacentrus trichrourus,1,6,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,18,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 18,Hezi Buba,Dana Kruger,18,9:54,10:12,,first,Pomacentrus trichrourus,1,5,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,18,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 18,Hezi Buba,Dana Kruger,18,9:54,10:12,,first,Cheilodipterus quinquelineatus,1,4,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,18,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 18,Hezi Buba,Dana Kruger,18,9:54,10:12,,first,Cheilodipterus quinquelineatus,10,5,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,18,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 18,Hezi Buba,Dana Kruger,18,9:54,10:12,,first,Apogon cyanosoma,10,5,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,18,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 18,Hezi Buba,Dana Kruger,18,9:54,10:12,,first,Pseudochromis fridmani,1,6,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,18,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 18,Hezi Buba,Dana Kruger,18,9:54,10:12,,first,Gnatholepis anjerensis,2,5,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,18,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 18,Hezi Buba,Dana Kruger,18,9:54,10:12,,first,Gnatholepis anjerensis,1,6,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,18,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 18,Hezi Buba,Dana Kruger,18,9:54,10:12,,first,Gnatholepis anjerensis,1,4,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,18,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 18,Hezi Buba,Dana Kruger,18,9:54,10:12,,first,Eviota sebreei,4,3,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,18,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 18,Hezi Buba,Dana Kruger,18,9:54,10:12,,first,Tripterygiidae sp.,1,3,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,18,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 18,Hezi Buba,Dana Kruger,18,9:54,10:12,,first,Eviota guttata,4,3,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,18,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 18,Hezi Buba,Dana Kruger,18,9:54,10:12,,first,Eviota guttata,1,4,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,18,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 18,Hezi Buba,Dana Kruger,18,9:54,10:12,,second,Zebrasoma xanthurum,1,17,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,18,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 18,Hezi Buba,Dana Kruger,18,9:54,10:12,,second,Chromis dimidiata,6,3,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,18,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 18,Hezi Buba,Dana Kruger,18,9:54,10:12,,second,Sufflamen albicaudatus,1,20,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,18,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 18,Hezi Buba,Dana Kruger,18,9:54,10:12,,second,Canthigaster coronata,1,15,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,18,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 18,Hezi Buba,Dana Kruger,18,9:54,10:12,,second,Scarus ferrugineus,1,30,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,18,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 18,Hezi Buba,Dana Kruger,18,9:54,10:12,,second,Pseudochromis fridmani,1,3,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,18,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 18,Hezi Buba,Dana Kruger,18,9:54,10:12,,second,Parupeneus forsskali,2,17,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,18,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 18,Hezi Buba,Dana Kruger,18,9:54,10:12,,second,Chaetodon fasciatus,1,17,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,18,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 18,Hezi Buba,Dana Kruger,18,9:54,10:12,,second,Thalassoma rueppellii,1,7,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,18,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 18,Hezi Buba,Dana Kruger,18,9:54,10:12,,second,Thalassoma rueppellii,1,5,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,18,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 18,Hezi Buba,Dana Kruger,18,9:54,10:12,,second,Thalassoma rueppellii,2,3,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,18,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 18,Hezi Buba,Dana Kruger,18,9:54,10:12,,second,Cephalopholis argus,1,17,1
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,19,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 19,Hezi Buba,Dana Kruger,19,9:37,9:53,,first,Zebrasoma xanthurum,2,15,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,19,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 19,Hezi Buba,Dana Kruger,19,9:37,9:53,,first,Dascyllus aruanus,2,8,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,19,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 19,Hezi Buba,Dana Kruger,19,9:37,9:53,,first,Thalassoma rueppellii,1,5,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,19,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 19,Hezi Buba,Dana Kruger,19,9:37,9:53,,first,Cephalopholis hemistiktos,1,16,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,19,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 19,Hezi Buba,Dana Kruger,19,9:37,9:53,,first,Lotilia graciliosa,1,7,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,19,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 19,Hezi Buba,Dana Kruger,19,9:37,9:53,,first,Pseudochromis fridmani,1,4,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,19,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 19,Hezi Buba,Dana Kruger,19,9:37,9:53,,first,Gnatholepis anjerensis,4,4,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,19,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 19,Hezi Buba,Dana Kruger,19,9:37,9:53,,first,Gnatholepis anjerensis,1,6,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,19,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 19,Hezi Buba,Dana Kruger,19,9:37,9:53,,first,Istigobius decoratus,1,5,0
Israel,EcoCamp,EcoCamp September 2022,Princess,2022-09-12 00:00:00,19,Hezi Buba,Dana Kruger,Hezi Buba and Dana Kruger - 19,Hezi Buba,Dana Kruger,19,9:37,9:53,,first,Istigobius decoratus,1,6,0
